,ALLSKY_SFC_SW_DWN,ALLSKY_TOA_SW_DWN,ALLSKY_KT,T2M,RH2M,PS,WS2M,WD2M,CLOUD_AMT
2021-09-25 12:00:00,598.22,,0.47,27.2,66.31,91.37,2.95,282.3,91.45
2021-09-25 13:00:00,549.78,,0.47,27.36,65.44,91.3,2.76,282.1,73.72
2021-09-25 14:00:00,404.58,,0.42,27.1,66.26,91.26,2.48,284.5,90.55
2021-09-25 15:00:00,251.68,,0.35,26.54,69.23,91.27,2.05,289.1,92.88
2021-09-25 16:00:00,101.4,,0.25,25.61,75.94,91.32,1.51,295.9,93.87
2021-09-25 17:00:00,11.57,,0.15,24.14,85.71,91.36,1.12,300.7,98.71
2021-09-25 18:00:00,0.0,,-999.0,22.97,90.55,91.42,0.97,306.6,99.36
2021-09-25 19:00:00,0.0,,-999.0,22.47,91.71,91.49,1.07,306.7,99.37
2021-09-25 20:00:00,0.0,,-999.0,22.0,92.84,91.53,1.14,303.6,99.92
2021-09-25 21:00:00,0.0,,-999.0,21.55,94.09,91.54,1.19,297.4,99.92
2021-09-25 22:00:00,0.0,,-999.0,21.21,95.07,91.51,1.34,290.6,100.0
2021-09-25 23:00:00,0.0,,-999.0,20.94,95.78,91.46,1.73,284.0,99.32
2021-09-26 00:00:00,0.0,,-999.0,20.65,96.73,91.39,2.2,278.4,99.98
2021-09-26 01:00:00,0.0,,-999.0,20.44,97.14,91.32,2.52,276.6,100.0
2021-09-26 02:00:00,0.0,,-999.0,20.2,97.03,91.28,2.71,279.6,99.62
2021-09-26 03:00:00,0.0,,-999.0,19.85,96.35,91.27,3.09,286.6,97.98
2021-09-26 04:00:00,0.0,,-999.0,19.57,96.23,91.29,3.22,295.5,97.42
2021-09-26 05:00:00,2.5,,0.17,19.31,96.81,91.33,3.11,304.4,97.14
2021-09-26 06:00:00,80.25,,0.3,19.57,95.5,91.38,3.47,308.3,97.04
2021-09-26 07:00:00,245.57,,0.41,20.64,90.87,91.46,3.8,308.0,98.54
2021-09-26 08:00:00,431.35,,0.49,21.98,83.32,91.52,3.78,305.2,99.66
2021-09-26 09:00:00,575.08,,0.52,23.25,76.13,91.53,3.71,301.0,98.85
2021-09-26 10:00:00,622.65,,0.5,24.11,72.55,91.48,3.52,297.8,99.62
2021-09-26 11:00:00,677.95,,0.52,24.59,71.13,91.41,3.31,294.6,100.0
2021-09-26 12:00:00,656.58,,0.51,24.85,70.84,91.32,3.17,291.9,100.0
2021-09-26 13:00:00,632.15,,0.54,25.01,70.64,91.22,3.06,290.1,98.06
2021-09-26 14:00:00,533.47,,0.55,24.94,71.43,91.16,2.92,288.4,98.9
2021-09-26 15:00:00,343.08,,0.49,24.64,73.13,91.15,2.71,286.5,98.57
2021-09-26 16:00:00,152.68,,0.39,23.94,79.18,91.16,1.98,282.6,97.73
2021-09-26 17:00:00,18.27,,0.24,22.58,88.92,91.2,1.17,275.9,99.47
2021-09-26 18:00:00,0.0,,-999.0,21.62,91.82,91.24,1.18,269.0,98.35
2021-09-26 19:00:00,0.0,,-999.0,21.4,92.37,91.28,1.4,264.2,98.71
2021-09-26 20:00:00,0.0,,-999.0,21.27,92.69,91.32,1.82,261.8,98.59
2021-09-26 21:00:00,0.0,,-999.0,21.15,93.28,91.33,2.45,259.7,98.18
2021-09-26 22:00:00,0.0,,-999.0,20.77,95.75,91.31,2.72,256.2,98.86
2021-09-26 23:00:00,0.0,,-999.0,20.51,97.12,91.25,2.87,253.6,99.44
2021-09-27 00:00:00,0.0,,-999.0,20.39,97.18,91.19,2.99,253.7,100.0
2021-09-27 01:00:00,0.0,,-999.0,20.22,97.31,91.14,2.8,254.5,99.31
2021-09-27 02:00:00,0.0,,-999.0,20.02,97.52,91.12,2.52,259.0,99.39
2021-09-27 03:00:00,0.0,,-999.0,19.89,97.14,91.13,2.76,267.5,99.56
2021-09-27 04:00:00,0.0,,-999.0,19.74,97.07,91.16,2.96,272.5,99.32
2021-09-27 05:00:00,2.75,,0.19,19.57,97.12,91.18,3.01,276.3,98.79
2021-09-27 06:00:00,73.7,,0.27,20.01,95.1,91.22,3.53,280.6,99.38
2021-09-27 07:00:00,234.1,,0.39,21.45,87.92,91.27,4.6,286.7,99.24
2021-09-27 08:00:00,403.52,,0.46,23.48,77.05,91.31,5.31,289.1,99.24
2021-09-27 09:00:00,547.17,,0.5,25.23,68.49,91.31,5.55,288.0,99.29
2021-09-27 10:00:00,666.42,,0.53,26.45,63.89,91.27,5.52,286.3,100.0
2021-09-27 11:00:00,563.6,,0.43,27.26,61.27,91.2,5.44,285.5,100.0
2021-09-27 12:00:00,626.7,,0.49,27.7,59.89,91.12,5.41,284.7,99.89
2021-09-27 13:00:00,591.95,,0.51,27.82,59.65,91.04,5.35,284.0,100.0
2021-09-27 14:00:00,476.02,,0.49,27.63,59.82,90.98,5.23,283.4,99.24
2021-09-27 15:00:00,293.75,,0.42,26.69,63.24,90.98,4.82,283.1,98.52
2021-09-27 16:00:00,123.5,,0.31,25.37,70.54,91.02,3.94,282.4,92.86
2021-09-27 17:00:00,13.48,,0.18,23.5,81.13,91.08,2.66,279.5,98.8
2021-09-27 18:00:00,0.0,,-999.0,22.26,86.68,91.17,2.43,274.0,98.35
2021-09-27 19:00:00,0.0,,-999.0,21.6,89.43,91.24,2.35,268.0,98.32
2021-09-27 20:00:00,0.0,,-999.0,21.04,92.17,91.32,2.44,259.4,98.54
2021-09-27 21:00:00,0.0,,-999.0,20.51,94.72,91.35,2.77,251.9,98.52
2021-09-27 22:00:00,0.0,,-999.0,20.13,96.06,91.35,3.22,249.7,100.0
2021-09-27 23:00:00,0.0,,-999.0,19.89,96.23,91.33,3.48,250.9,98.85
2021-09-28 00:00:00,0.0,,-999.0,19.59,96.35,91.28,3.55,253.1,98.76
2021-09-28 01:00:00,0.0,,-999.0,19.31,96.43,91.22,3.65,257.3,99.33
2021-09-28 02:00:00,0.0,,-999.0,19.09,96.55,91.18,3.6,261.4,98.22
2021-09-28 03:00:00,0.0,,-999.0,18.9,96.98,91.18,3.23,263.2,98.69
2021-09-28 04:00:00,0.0,,-999.0,18.79,97.36,91.22,2.81,261.2,98.74
2021-09-28 05:00:00,3.03,,0.21,18.8,97.36,91.29,2.69,258.2,99.26
2021-09-28 06:00:00,85.0,,0.31,19.26,96.36,91.36,2.99,254.5,100.0
2021-09-28 07:00:00,243.15,,0.41,20.33,93.38,91.43,3.81,255.4,100.0
2021-09-28 08:00:00,407.95,,0.46,21.76,85.2,91.49,4.75,259.3,99.49
2021-09-28 09:00:00,458.65,,0.42,23.27,74.91,91.51,5.07,259.7,98.79
2021-09-28 10:00:00,496.92,,0.4,24.52,67.69,91.48,5.24,258.8,99.95
2021-09-28 11:00:00,613.78,,0.47,25.37,63.53,91.4,5.28,257.2,99.74
2021-09-28 12:00:00,634.42,,0.5,25.91,61.25,91.32,5.25,255.3,94.42
2021-09-28 13:00:00,593.42,,0.51,26.21,60.56,91.25,5.19,253.8,86.23
2021-09-28 14:00:00,498.77,,0.52,25.87,61.98,91.22,5.0,253.0,78.53
2021-09-28 15:00:00,312.17,,0.45,24.83,67.01,91.24,4.35,251.9,69.88
2021-09-28 16:00:00,161.23,,0.42,23.62,75.71,91.31,3.04,250.2,48.02
2021-09-28 17:00:00,18.67,,0.26,22.18,84.67,91.38,1.98,249.6,70.67
2021-09-28 18:00:00,0.0,,-999.0,21.27,87.2,91.46,2.13,249.9,87.31
2021-09-28 19:00:00,0.0,,-999.0,20.7,89.27,91.55,2.28,248.4,84.77
2021-09-28 20:00:00,0.0,,-999.0,20.22,91.37,91.64,2.38,247.3,57.76
2021-09-28 21:00:00,0.0,,-999.0,19.75,93.48,91.68,2.24,245.7,13.15
2021-09-28 22:00:00,0.0,,-999.0,19.36,95.31,91.67,2.0,242.9,24.51
2021-09-28 23:00:00,0.0,,-999.0,19.05,96.84,91.6,1.79,240.9,30.12
2021-09-29 00:00:00,0.0,,-999.0,18.98,97.32,91.53,1.79,240.1,50.52
2021-09-29 01:00:00,0.0,,-999.0,18.91,97.93,91.46,1.84,239.9,47.42
2021-09-29 02:00:00,0.0,,-999.0,18.88,98.2,91.41,2.14,241.5,30.45
2021-09-29 03:00:00,0.0,,-999.0,18.88,98.13,91.4,2.36,244.1,30.02
2021-09-29 04:00:00,0.0,,-999.0,18.81,98.13,91.44,2.45,248.2,38.93
2021-09-29 05:00:00,3.42,,0.23,18.71,98.14,91.5,2.55,253.1,60.02
2021-09-29 06:00:00,103.25,,0.38,19.3,95.89,91.57,3.17,257.1,96.97
2021-09-29 07:00:00,312.17,,0.52,20.87,88.73,91.65,4.09,260.6,97.48
2021-09-29 08:00:00,515.6,,0.59,23.11,75.04,91.71,4.92,263.0,72.26
2021-09-29 09:00:00,589.03,,0.54,25.08,65.86,91.72,5.07,264.2,80.42
2021-09-29 10:00:00,675.45,,0.54,26.47,61.33,91.67,4.77,264.5,75.12
2021-09-29 11:00:00,705.03,,0.54,27.28,59.46,91.58,4.37,264.0,89.99
2021-09-29 12:00:00,712.33,,0.56,27.71,58.62,91.48,3.99,263.2,80.5
2021-09-29 13:00:00,615.05,,0.53,27.67,58.71,91.4,3.63,262.6,81.73
2021-09-29 14:00:00,513.0,,0.53,27.29,59.8,91.36,3.41,262.7,81.23
2021-09-29 15:00:00,316.17,,0.45,26.43,63.03,91.36,3.08,264.4,80.38
2021-09-29 16:00:00,145.25,,0.38,25.31,70.61,91.42,2.32,265.1,73.04
2021-09-29 17:00:00,16.62,,0.24,23.42,82.53,91.48,1.49,263.8,80.14
2021-09-29 18:00:00,0.0,,-999.0,21.98,86.44,91.57,1.46,262.5,72.77
2021-09-29 19:00:00,0.0,,-999.0,21.21,87.02,91.67,1.63,261.5,50.45
2021-09-29 20:00:00,0.0,,-999.0,20.44,87.95,91.74,1.75,261.5,23.7
2021-09-29 21:00:00,0.0,,-999.0,19.67,89.1,91.76,1.89,261.5,18.83
2021-09-29 22:00:00,0.0,,-999.0,19.19,90.42,91.75,1.95,260.9,8.07
2021-09-29 23:00:00,0.0,,-999.0,18.84,92.64,91.71,1.92,261.0,2.23
2021-09-30 00:00:00,0.0,,-999.0,18.63,95.27,91.64,1.93,263.8,3.12
2021-09-30 01:00:00,0.0,,-999.0,18.35,97.85,91.57,1.63,265.8,28.01
2021-09-30 02:00:00,0.0,,-999.0,18.13,99.12,91.55,1.31,265.6,41.13
2021-09-30 03:00:00,0.0,,-999.0,17.95,99.34,91.56,1.2,264.7,35.82
2021-09-30 04:00:00,0.0,,-999.0,17.81,99.27,91.59,1.17,266.1,39.9
2021-09-30 05:00:00,3.33,,0.23,17.67,99.42,91.65,1.13,265.9,41.27
2021-09-30 06:00:00,112.07,,0.41,18.66,95.98,91.71,1.97,264.5,37.13
2021-09-30 07:00:00,352.7,,0.59,20.63,89.22,91.77,2.27,267.0,14.59
2021-09-30 08:00:00,568.47,,0.65,23.39,74.37,91.81,2.33,280.6,26.39
2021-09-30 09:00:00,721.05,,0.66,25.78,62.23,91.8,2.04,295.6,61.65
2021-09-30 10:00:00,771.03,,0.62,27.35,57.06,91.74,1.7,306.9,95.87
2021-09-30 11:00:00,693.65,,0.53,28.4,54.36,91.65,1.56,315.0,99.08
2021-09-30 12:00:00,697.47,,0.55,28.93,53.27,91.54,1.58,320.7,97.24
2021-09-30 13:00:00,619.3,,0.54,29.03,53.16,91.46,1.63,325.5,99.84
2021-09-30 14:00:00,542.5,,0.57,28.64,54.24,91.42,1.55,333.6,96.77
2021-09-30 15:00:00,331.48,,0.48,27.88,57.16,91.42,1.35,348.4,89.97
2021-09-30 16:00:00,146.8,,0.39,26.85,63.72,91.47,1.02,10.2,74.16
2021-09-30 17:00:00,16.1,,0.24,25.19,77.78,91.54,0.74,25.5,75.26
2021-09-30 18:00:00,0.0,,-999.0,24.1,82.61,91.62,0.64,46.9,71.26
2021-09-30 19:00:00,0.0,,-999.0,23.58,84.01,91.7,0.66,63.0,79.54
2021-09-30 20:00:00,0.0,,-999.0,23.15,85.46,91.76,0.65,76.6,73.81
2021-09-30 21:00:00,0.0,,-999.0,22.92,84.92,91.77,0.59,91.0,71.46
2021-09-30 22:00:00,0.0,,-999.0,22.7,83.83,91.75,0.54,112.8,77.06
2021-09-30 23:00:00,0.0,,-999.0,22.44,83.52,91.69,0.43,140.7,88.22
2021-10-01 00:00:00,0.0,,-999.0,22.1,84.34,91.63,0.3,185.7,88.25
2021-10-01 01:00:00,0.0,,-999.0,21.72,85.08,91.56,0.35,255.2,96.36
2021-10-01 02:00:00,0.0,,-999.0,20.98,89.22,91.51,0.56,301.1,94.05
2021-10-01 03:00:00,0.0,,-999.0,20.21,93.43,91.5,0.68,320.9,98.09
2021-10-01 04:00:00,0.0,,-999.0,19.69,95.51,91.54,0.79,330.5,99.4
2021-10-01 05:00:00,1.7,,0.12,19.45,96.76,91.6,0.93,336.5,93.56
2021-10-01 06:00:00,79.9,,0.3,20.31,94.84,91.67,1.68,339.8,91.64
2021-10-01 07:00:00,224.3,,0.38,21.48,91.29,91.72,2.42,344.4,86.27
2021-10-01 08:00:00,414.3,,0.47,23.33,83.21,91.74,2.53,356.6,87.92
2021-10-01 09:00:00,552.95,,0.5,25.36,73.05,91.73,2.29,16.2,89.06
2021-10-01 10:00:00,681.1,,0.55,26.78,67.16,91.66,2.14,31.6,82.17
2021-10-01 11:00:00,694.45,,0.53,27.68,64.5,91.57,2.1,39.0,83.47
2021-10-01 12:00:00,629.17,,0.5,28.24,62.92,91.47,2.13,44.0,88.26
2021-10-01 13:00:00,402.9,,0.35,28.43,62.21,91.39,2.22,50.3,95.93
2021-10-01 14:00:00,333.23,,0.35,28.36,62.22,91.35,2.31,57.9,98.77
2021-10-01 15:00:00,147.18,,0.21,27.65,65.55,91.36,2.24,67.1,95.17
2021-10-01 16:00:00,41.0,,0.11,26.52,72.9,91.41,1.87,75.4,89.35
2021-10-01 17:00:00,5.7,,0.09,24.76,83.93,91.47,1.36,82.4,99.36
2021-10-01 18:00:00,0.0,,-999.0,23.56,89.44,91.55,1.27,90.5,98.82
2021-10-01 19:00:00,0.0,,-999.0,23.07,91.69,91.64,1.4,96.6,93.64
2021-10-01 20:00:00,0.0,,-999.0,22.66,93.85,91.7,1.41,102.7,69.14
2021-10-01 21:00:00,0.0,,-999.0,22.4,95.15,91.71,1.52,108.8,50.42
2021-10-01 22:00:00,0.0,,-999.0,22.14,96.14,91.67,1.67,114.0,31.47
2021-10-01 23:00:00,0.0,,-999.0,21.89,96.89,91.61,1.78,116.3,32.64
2021-10-02 00:00:00,0.0,,-999.0,21.64,97.3,91.54,1.86,117.1,51.11
2021-10-02 01:00:00,0.0,,-999.0,21.42,97.54,91.48,1.84,117.1,80.71
2021-10-02 02:00:00,0.0,,-999.0,21.2,97.69,91.45,1.77,117.6,79.03
2021-10-02 03:00:00,0.0,,-999.0,20.94,97.98,91.44,1.57,116.9,87.05
2021-10-02 04:00:00,0.0,,-999.0,20.6,98.6,91.47,1.35,116.0,84.7
2021-10-02 05:00:00,3.22,,0.22,20.32,98.99,91.53,1.25,114.5,72.23
2021-10-02 06:00:00,87.82,,0.32,21.03,96.21,91.6,2.0,113.2,69.58
2021-10-02 07:00:00,260.65,,0.44,22.09,90.66,91.65,2.39,112.4,78.32
2021-10-02 08:00:00,468.48,,0.53,23.59,80.63,91.69,2.34,106.7,90.33
2021-10-02 09:00:00,562.55,,0.51,25.3,70.1,91.69,2.48,100.9,86.26
2021-10-02 10:00:00,673.58,,0.54,26.4,66.01,91.63,2.66,96.9,67.31
2021-10-02 11:00:00,567.8,,0.44,27.05,64.44,91.54,2.76,94.2,85.14
2021-10-02 12:00:00,558.55,,0.44,27.35,64.09,91.45,2.84,90.8,85.76
2021-10-02 13:00:00,595.25,,0.52,27.2,65.05,91.38,2.93,87.3,54.08
2021-10-02 14:00:00,466.0,,0.49,26.82,66.78,91.35,2.81,84.7,74.07
2021-10-02 15:00:00,282.77,,0.41,26.34,69.23,91.35,2.52,81.8,86.59
2021-10-02 16:00:00,127.6,,0.34,25.37,76.24,91.38,1.84,81.6,90.34
2021-10-02 17:00:00,14.4,,0.23,23.9,86.4,91.44,1.28,83.7,93.92
2021-10-02 18:00:00,0.0,,-999.0,22.86,90.26,91.51,1.3,86.9,75.68
2021-10-02 19:00:00,0.0,,-999.0,22.35,92.27,91.59,1.41,88.0,78.5
2021-10-02 20:00:00,0.0,,-999.0,21.98,94.23,91.66,1.52,88.5,97.13
2021-10-02 21:00:00,0.0,,-999.0,21.65,96.01,91.69,1.57,87.1,94.93
2021-10-02 22:00:00,0.0,,-999.0,21.32,97.43,91.67,1.53,84.7,94.62
2021-10-02 23:00:00,0.0,,-999.0,21.12,97.89,91.62,1.5,81.5,96.63
2021-10-03 00:00:00,0.0,,-999.0,20.99,97.85,91.55,1.64,78.4,95.5
2021-10-03 01:00:00,0.0,,-999.0,20.96,97.22,91.5,2.21,76.7,77.04
2021-10-03 02:00:00,0.0,,-999.0,20.78,97.21,91.47,2.44,80.1,84.71
2021-10-03 03:00:00,0.0,,-999.0,20.57,97.24,91.48,2.59,85.8,88.01
2021-10-03 04:00:00,0.0,,-999.0,20.4,97.35,91.52,2.51,93.0,92.73
2021-10-03 05:00:00,3.05,,0.21,20.2,97.65,91.58,2.1,101.0,89.71
2021-10-03 06:00:00,60.0,,0.22,20.57,96.53,91.65,2.35,109.7,95.97
2021-10-03 07:00:00,230.2,,0.39,21.68,92.67,91.7,3.03,116.1,94.72
2021-10-03 08:00:00,379.98,,0.43,23.08,83.29,91.73,3.4,119.6,98.6
2021-10-03 09:00:00,562.9,,0.51,24.57,74.96,91.71,3.28,122.4,98.52
2021-10-03 10:00:00,620.42,,0.5,26.07,67.54,91.65,3.26,123.3,99.27
2021-10-03 11:00:00,648.67,,0.5,27.19,62.85,91.56,3.06,122.6,97.73
2021-10-03 12:00:00,662.83,,0.52,27.87,60.41,91.46,2.8,119.5,90.6
2021-10-03 13:00:00,625.03,,0.54,28.15,59.38,91.38,2.57,114.9,89.66
2021-10-03 14:00:00,523.58,,0.55,28.0,59.49,91.33,2.36,110.6,75.65
2021-10-03 15:00:00,318.3,,0.47,27.37,61.4,91.32,2.14,108.8,70.35
2021-10-03 16:00:00,137.57,,0.37,26.3,67.59,91.35,1.63,108.2,87.72
2021-10-03 17:00:00,11.85,,0.2,24.16,81.35,91.41,1.05,108.3,97.04
2021-10-03 18:00:00,0.0,,-999.0,22.45,86.77,91.47,0.96,109.4,97.64
2021-10-03 19:00:00,0.0,,-999.0,21.81,88.37,91.55,1.05,109.0,98.72
2021-10-03 20:00:00,0.0,,-999.0,21.27,89.92,91.63,1.12,107.1,99.1
2021-10-03 21:00:00,0.0,,-999.0,20.77,91.58,91.65,1.16,106.1,98.82
2021-10-03 22:00:00,0.0,,-999.0,20.31,93.23,91.64,1.12,105.0,91.01
2021-10-03 23:00:00,0.0,,-999.0,19.86,94.75,91.59,1.04,103.4,92.67
2021-10-04 00:00:00,0.0,,-999.0,19.42,96.42,91.53,0.95,102.7,78.72
2021-10-04 01:00:00,0.0,,-999.0,19.05,98.01,91.47,0.89,101.7,53.76
2021-10-04 02:00:00,0.0,,-999.0,18.76,99.1,91.43,0.83,99.0,32.94
2021-10-04 03:00:00,0.0,,-999.0,18.57,99.67,91.43,0.79,98.0,24.05
2021-10-04 04:00:00,0.0,,-999.0,18.39,100.0,91.45,0.79,100.2,29.42
2021-10-04 05:00:00,3.38,,0.23,18.37,100.0,91.49,0.78,104.0,20.94
2021-10-04 06:00:00,116.4,,0.43,19.68,96.35,91.55,1.35,107.6,79.31
2021-10-04 07:00:00,335.02,,0.56,21.11,92.82,91.61,1.72,110.4,36.28
2021-10-04 08:00:00,526.53,,0.6,23.34,83.44,91.66,1.97,102.6,55.97
2021-10-04 09:00:00,644.15,,0.59,25.41,74.33,91.65,2.13,89.2,63.06
2021-10-04 10:00:00,645.05,,0.52,26.95,68.75,91.59,2.23,79.1,76.08
2021-10-04 11:00:00,821.2,,0.63,27.89,65.81,91.49,2.34,74.4,65.27
2021-10-04 12:00:00,719.2,,0.57,28.34,63.99,91.38,2.44,72.4,82.53
2021-10-04 13:00:00,647.12,,0.57,28.43,63.04,91.29,2.53,73.5,83.42
2021-10-04 14:00:00,508.75,,0.54,28.16,62.88,91.25,2.55,78.7,96.54
2021-10-04 15:00:00,294.6,,0.43,27.62,64.77,91.25,2.43,86.9,94.03
2021-10-04 16:00:00,122.88,,0.34,26.67,70.74,91.3,2.04,95.6,93.86
2021-10-04 17:00:00,11.2,,0.2,24.63,84.12,91.37,1.26,104.7,97.99
2021-10-04 18:00:00,0.0,,-999.0,23.04,89.52,91.45,1.17,113.1,98.97
2021-10-04 19:00:00,0.0,,-999.0,22.47,91.43,91.53,1.28,119.0,99.84
2021-10-04 20:00:00,0.0,,-999.0,21.93,93.62,91.59,1.28,123.2,93.31
2021-10-04 21:00:00,0.0,,-999.0,21.44,95.58,91.61,1.2,126.2,67.62
2021-10-04 22:00:00,0.0,,-999.0,20.95,97.82,91.57,1.06,130.0,93.58
2021-10-04 23:00:00,0.0,,-999.0,20.58,99.71,91.5,0.9,133.6,21.41
2021-10-05 00:00:00,0.0,,-999.0,20.42,100.0,91.42,0.74,136.1,10.95
2021-10-05 01:00:00,0.0,,-999.0,20.42,99.87,91.36,0.64,138.1,39.75
2021-10-05 02:00:00,0.0,,-999.0,20.42,99.36,91.32,0.58,142.0,43.96
2021-10-05 03:00:00,0.0,,-999.0,20.36,99.12,91.32,0.56,143.7,58.49
2021-10-05 04:00:00,0.0,,-999.0,20.24,99.16,91.34,0.59,143.3,81.39
2021-10-05 05:00:00,3.38,,0.23,20.12,99.28,91.39,0.62,140.9,99.29
2021-10-05 06:00:00,100.25,,0.37,21.09,95.95,91.47,0.91,139.5,98.91
2021-10-05 07:00:00,298.52,,0.5,22.97,88.29,91.53,0.96,122.2,99.71
2021-10-05 08:00:00,491.05,,0.56,24.98,77.98,91.59,1.33,66.5,95.37
2021-10-05 09:00:00,585.78,,0.54,26.27,71.45,91.61,1.89,59.1,99.33
2021-10-05 10:00:00,595.12,,0.48,27.08,68.01,91.56,2.2,65.0,99.6
2021-10-05 11:00:00,662.15,,0.51,27.57,65.87,91.48,2.44,69.6,100.0
2021-10-05 12:00:00,264.02,,0.21,27.76,64.81,91.4,2.64,73.7,92.86
2021-10-05 13:00:00,261.67,,0.23,27.44,65.53,91.35,2.71,75.5,98.16
2021-10-05 14:00:00,192.95,,0.2,26.66,68.9,91.32,2.66,73.6,97.42
2021-10-05 15:00:00,107.38,,0.16,25.71,74.84,91.32,2.44,70.1,97.23
2021-10-05 16:00:00,34.65,,0.1,24.54,81.35,91.36,2.17,67.6,96.36
2021-10-05 17:00:00,8.23,,0.15,22.93,90.61,91.42,1.54,67.1,100.0
2021-10-05 18:00:00,0.0,,-999.0,21.97,94.16,91.48,1.42,65.1,99.9
2021-10-05 19:00:00,0.0,,-999.0,21.54,95.67,91.55,1.38,62.0,99.79
2021-10-05 20:00:00,0.0,,-999.0,21.12,96.9,91.61,1.14,59.4,100.0
2021-10-05 21:00:00,0.0,,-999.0,20.76,97.61,91.62,0.89,57.4,99.83
2021-10-05 22:00:00,0.0,,-999.0,20.46,98.13,91.58,0.78,52.8,100.0
2021-10-05 23:00:00,0.0,,-999.0,20.3,98.13,91.52,0.69,45.0,100.0
2021-10-06 00:00:00,0.0,,-999.0,20.36,97.69,91.45,0.6,34.8,97.63
2021-10-06 01:00:00,0.0,,-999.0,20.39,97.08,91.38,0.49,20.3,100.0
2021-10-06 02:00:00,0.0,,-999.0,20.28,96.9,91.33,0.49,349.4,99.88
2021-10-06 03:00:00,0.0,,-999.0,20.0,97.08,91.29,0.65,325.1,100.0
2021-10-06 04:00:00,0.0,,-999.0,19.7,96.83,91.29,0.85,321.7,100.0
2021-10-06 05:00:00,2.2,,0.15,19.6,96.67,91.35,0.99,329.0,99.82
2021-10-06 06:00:00,20.02,,0.07,20.29,94.88,91.42,1.7,334.6,98.39
2021-10-06 07:00:00,78.1,,0.13,21.33,91.04,91.48,2.27,343.6,97.91
2021-10-06 08:00:00,182.48,,0.21,22.81,86.06,91.5,2.41,356.7,98.54
2021-10-06 09:00:00,349.7,,0.32,24.51,80.61,91.47,2.4,17.7,96.43
2021-10-06 10:00:00,414.67,,0.34,25.72,75.22,91.41,2.31,43.1,98.31
2021-10-06 11:00:00,534.97,,0.41,26.85,69.92,91.3,2.19,63.1,97.75
2021-10-06 12:00:00,596.8,,0.47,27.03,68.87,91.21,1.9,75.7,95.61
2021-10-06 13:00:00,474.35,,0.42,26.91,69.67,91.15,1.55,82.6,82.29
2021-10-06 14:00:00,379.48,,0.4,26.58,71.05,91.11,1.42,90.4,89.29
2021-10-06 15:00:00,243.02,,0.36,25.98,74.38,91.1,1.48,102.1,93.31
2021-10-06 16:00:00,97.8,,0.27,25.03,80.62,91.14,1.37,110.6,86.53
2021-10-06 17:00:00,11.02,,0.21,23.59,88.73,91.2,1.18,116.1,94.48
2021-10-06 18:00:00,0.0,,-999.0,22.64,91.81,91.27,1.46,121.3,99.88
2021-10-06 19:00:00,0.0,,-999.0,22.26,92.38,91.36,2.1,127.3,99.43
2021-10-06 20:00:00,0.0,,-999.0,21.86,93.7,91.43,2.43,132.2,93.81
2021-10-06 21:00:00,0.0,,-999.0,21.4,95.37,91.45,2.31,135.9,86.03
2021-10-06 22:00:00,0.0,,-999.0,20.96,96.79,91.42,1.84,139.0,47.29
2021-10-06 23:00:00,0.0,,-999.0,20.67,97.48,91.38,1.61,146.1,53.03
2021-10-07 00:00:00,0.0,,-999.0,20.45,98.04,91.33,1.55,156.8,85.56
2021-10-07 01:00:00,0.0,,-999.0,20.31,98.42,91.28,1.39,170.9,95.2
2021-10-07 02:00:00,0.0,,-999.0,20.19,98.64,91.26,1.3,186.2,98.1
2021-10-07 03:00:00,0.0,,-999.0,20.09,98.6,91.27,1.26,199.0,99.91
2021-10-07 04:00:00,0.0,,-999.0,19.92,98.45,91.32,1.26,210.0,99.99
2021-10-07 05:00:00,2.05,,0.14,19.72,98.2,91.4,1.32,219.5,92.87
2021-10-07 06:00:00,91.78,,0.34,20.16,95.71,91.49,2.13,227.5,74.32
2021-10-07 07:00:00,298.88,,0.5,21.5,89.22,91.56,2.93,236.3,38.17
2021-10-07 08:00:00,522.75,,0.6,23.74,78.1,91.58,3.4,240.8,30.96
2021-10-07 09:00:00,679.7,,0.62,25.87,69.5,91.58,3.05,235.4,37.92
2021-10-07 10:00:00,754.53,,0.61,27.35,65.49,91.53,2.44,221.8,30.26
2021-10-07 11:00:00,873.38,,0.68,28.33,63.03,91.44,1.99,207.9,33.16
2021-10-07 12:00:00,816.67,,0.65,28.71,61.99,91.35,1.64,197.3,39.38
2021-10-07 13:00:00,673.3,,0.59,28.61,61.94,91.28,1.35,193.3,64.87
2021-10-07 14:00:00,533.2,,0.57,28.32,62.55,91.24,1.22,194.3,58.82
2021-10-07 15:00:00,329.27,,0.49,27.77,64.85,91.23,1.18,198.7,73.18
2021-10-07 16:00:00,133.18,,0.37,27.13,69.62,91.25,0.91,206.8,82.91
2021-10-07 17:00:00,11.1,,0.22,25.99,78.25,91.29,0.63,208.6,98.15
2021-10-07 18:00:00,0.0,,-999.0,25.29,78.45,91.35,0.57,190.1,88.33
2021-10-07 19:00:00,0.0,,-999.0,24.67,81.19,91.42,0.6,174.3,88.68
2021-10-07 20:00:00,0.0,,-999.0,24.16,83.24,91.48,0.6,176.2,93.85
2021-10-07 21:00:00,0.0,,-999.0,23.71,85.25,91.51,0.55,185.2,99.59
2021-10-07 22:00:00,0.0,,-999.0,23.1,88.54,91.5,0.55,203.7,98.26
