,ALLSKY_SFC_SW_DWN,ALLSKY_TOA_SW_DWN,ALLSKY_KT,T2M,RH2M,PS,WS2M,WD2M,CLOUD_AMT
2023-02-23 19:00:00,0.0,,-999.0,17.65,39.07,98.86,1.34,303.1,15.33
2023-02-23 20:00:00,0.0,,-999.0,16.71,40.16,98.92,1.34,301.9,29.13
2023-02-23 21:00:00,0.0,,-999.0,15.82,41.2,98.95,1.35,300.2,2.26
2023-02-23 22:00:00,0.0,,-999.0,14.91,42.29,98.96,1.37,299.2,49.05
2023-02-23 23:00:00,0.0,,-999.0,14.1,43.18,98.95,1.39,300.6,39.39
2023-02-24 00:00:00,0.0,,-999.0,13.37,44.14,98.94,1.42,304.7,17.28
2023-02-24 01:00:00,0.0,,-999.0,12.71,45.0,98.91,1.45,308.8,24.88
2023-02-24 02:00:00,0.0,,-999.0,12.08,46.1,98.88,1.45,311.6,16.41
2023-02-24 03:00:00,0.0,,-999.0,11.54,47.42,98.86,1.4,314.4,52.65
2023-02-24 04:00:00,0.0,,-999.0,11.38,48.4,98.88,1.32,315.6,29.11
2023-02-24 05:00:00,0.0,,-999.0,10.68,49.99,98.92,1.26,313.1,30.37
2023-02-24 06:00:00,15.12,,0.28,11.14,50.06,98.98,1.16,308.4,52.29
2023-02-24 07:00:00,138.7,,0.42,15.7,36.68,99.06,1.99,299.1,85.09
2023-02-24 08:00:00,323.62,,0.53,18.92,29.73,99.13,1.93,287.5,92.25
2023-02-24 09:00:00,512.6,,0.62,23.72,23.51,99.17,1.82,283.3,95.79
2023-02-24 10:00:00,629.92,,0.63,28.69,15.43,99.16,2.88,299.6,97.24
2023-02-24 11:00:00,691.83,,0.64,30.05,14.37,99.12,3.08,294.6,79.59
2023-02-24 12:00:00,713.08,,0.66,30.85,13.68,99.04,3.32,293.2,64.8
2023-02-24 13:00:00,695.0,,0.69,31.06,13.44,98.97,3.43,294.3,54.06
2023-02-24 14:00:00,560.22,,0.66,30.71,13.67,98.92,3.47,295.6,18.19
2023-02-24 15:00:00,376.0,,0.59,29.73,14.95,98.9,3.19,297.2,16.12
2023-02-24 16:00:00,186.52,,0.51,26.34,27.24,98.9,1.47,299.7,4.12
2023-02-24 17:00:00,21.65,,0.28,21.46,36.4,98.92,1.28,303.2,2.76
2023-02-24 18:00:00,0.0,,-999.0,19.99,37.64,98.96,1.33,304.3,2.27
2023-02-24 19:00:00,0.0,,-999.0,19.28,38.52,99.03,1.34,302.5,1.78
2023-02-24 20:00:00,0.0,,-999.0,18.59,39.57,99.07,1.33,298.7,1.28
2023-02-24 21:00:00,0.0,,-999.0,17.71,41.44,99.1,1.31,294.8,0.79
2023-02-24 22:00:00,0.0,,-999.0,16.76,43.85,99.12,1.28,294.4,0.3
2023-02-24 23:00:00,0.0,,-999.0,15.89,45.91,99.13,1.24,294.7,0.28
2023-02-25 00:00:00,0.0,,-999.0,15.13,47.75,99.13,1.21,295.5,0.27
2023-02-25 01:00:00,0.0,,-999.0,14.44,49.72,99.11,1.17,295.3,0.25
2023-02-25 02:00:00,0.0,,-999.0,13.78,51.48,99.08,1.15,295.7,0.92
2023-02-25 03:00:00,0.0,,-999.0,13.25,52.77,99.08,1.15,295.2,1.59
2023-02-25 04:00:00,0.0,,-999.0,12.86,53.5,99.1,1.15,292.5,2.26
2023-02-25 05:00:00,0.0,,-999.0,12.53,54.15,99.15,1.14,287.8,2.93
2023-02-25 06:00:00,15.12,,0.26,12.88,54.34,99.2,1.06,284.2,3.6
2023-02-25 07:00:00,162.52,,0.48,16.82,42.59,99.26,1.77,281.4,4.27
2023-02-25 08:00:00,357.67,,0.58,19.75,35.45,99.31,1.72,275.7,2.96
2023-02-25 09:00:00,551.0,,0.66,24.59,27.02,99.34,1.66,273.4,1.64
2023-02-25 10:00:00,697.78,,0.7,28.63,20.45,99.34,2.18,287.6,0.33
2023-02-25 11:00:00,781.85,,0.72,30.14,18.99,99.29,2.36,293.4,0.22
2023-02-25 12:00:00,787.38,,0.72,30.95,18.19,99.19,2.49,297.3,0.11
2023-02-25 13:00:00,717.88,,0.71,31.16,17.85,99.09,2.52,300.7,0.0
2023-02-25 14:00:00,582.15,,0.68,30.81,18.05,99.01,2.44,304.5,0.55
2023-02-25 15:00:00,394.98,,0.62,29.87,19.23,98.98,2.23,309.0,0.77
2023-02-25 16:00:00,190.88,,0.52,26.85,34.09,98.99,0.96,317.1,0.99
2023-02-25 17:00:00,23.88,,0.3,23.53,36.55,99.03,1.14,333.9,1.22
2023-02-25 18:00:00,0.0,,-999.0,22.49,35.18,99.11,1.17,348.2,1.44
2023-02-25 19:00:00,0.0,,-999.0,21.95,34.29,99.2,1.1,2.1,1.66
2023-02-25 20:00:00,0.0,,-999.0,21.39,33.7,99.27,0.96,15.0,1.66
2023-02-25 21:00:00,0.0,,-999.0,20.9,33.53,99.3,0.8,26.6,0.1
2023-02-25 22:00:00,0.0,,-999.0,20.98,32.02,99.3,0.79,38.3,7.09
2023-02-25 23:00:00,0.0,,-999.0,20.54,31.92,99.3,0.74,45.5,7.64
2023-02-26 00:00:00,0.0,,-999.0,19.9,32.66,99.29,0.71,45.6,3.31
2023-02-26 01:00:00,0.0,,-999.0,19.12,33.99,99.27,0.71,41.6,0.0
2023-02-26 02:00:00,0.0,,-999.0,18.2,35.84,99.25,0.75,40.1,0.33
2023-02-26 03:00:00,0.0,,-999.0,17.12,38.68,99.23,0.79,46.5,0.66
2023-02-26 04:00:00,0.0,,-999.0,15.81,42.59,99.25,0.81,61.8,0.99
2023-02-26 05:00:00,0.0,,-999.0,14.95,44.75,99.29,0.86,79.2,1.33
2023-02-26 06:00:00,17.1,,0.28,14.98,45.53,99.36,0.95,97.3,1.66
2023-02-26 07:00:00,164.38,,0.48,17.62,40.23,99.42,1.3,113.6,27.94
2023-02-26 08:00:00,354.33,,0.57,20.31,33.5,99.5,1.25,127.9,77.61
2023-02-26 09:00:00,572.67,,0.68,25.1,25.11,99.52,0.85,158.6,0.02
2023-02-26 10:00:00,715.03,,0.71,29.65,18.4,99.52,0.67,280.3,0.84
2023-02-26 11:00:00,742.72,,0.68,31.05,17.68,99.46,1.35,286.8,1.66
2023-02-26 12:00:00,752.25,,0.69,31.71,17.62,99.36,1.82,285.9,3.89
2023-02-26 13:00:00,682.17,,0.67,31.9,17.75,99.27,2.12,288.7,1.66
2023-02-26 14:00:00,547.72,,0.63,31.64,18.2,99.19,2.22,291.9,2.76
2023-02-26 15:00:00,365.58,,0.57,30.8,19.62,99.15,2.0,295.8,4.97
2023-02-26 16:00:00,184.35,,0.49,28.08,34.3,99.13,0.85,304.4,4.02
2023-02-26 17:00:00,22.25,,0.27,25.61,32.51,99.16,0.87,323.4,7.48
2023-02-26 18:00:00,0.0,,-999.0,25.09,30.96,99.21,0.87,348.7,6.43
2023-02-26 19:00:00,0.0,,-999.0,24.48,30.64,99.27,0.88,9.8,7.52
2023-02-26 20:00:00,0.0,,-999.0,23.68,32.05,99.32,0.85,22.9,2.76
2023-02-26 21:00:00,0.0,,-999.0,22.93,32.58,99.34,0.79,28.8,1.43
2023-02-26 22:00:00,0.0,,-999.0,22.1,34.44,99.34,0.71,24.0,0.09
2023-02-26 23:00:00,0.0,,-999.0,21.14,36.9,99.33,0.72,7.2,9.98
2023-02-27 00:00:00,0.0,,-999.0,19.97,39.99,99.31,0.8,350.7,30.33
2023-02-27 01:00:00,0.0,,-999.0,18.26,45.77,99.29,0.81,344.3,17.24
2023-02-27 02:00:00,0.0,,-999.0,17.63,47.37,99.26,0.79,340.0,14.74
2023-02-27 03:00:00,0.0,,-999.0,17.85,45.78,99.23,0.72,332.0,21.49
2023-02-27 04:00:00,0.0,,-999.0,17.84,45.26,99.23,0.61,313.7,42.12
2023-02-27 05:00:00,0.0,,-999.0,17.57,45.66,99.26,0.58,278.0,83.46
2023-02-27 06:00:00,14.32,,0.22,17.19,47.76,99.3,0.66,248.5,78.82
2023-02-27 07:00:00,149.4,,0.43,19.33,43.83,99.36,1.04,233.2,74.61
2023-02-27 08:00:00,328.42,,0.53,22.09,36.64,99.41,1.34,228.3,77.82
2023-02-27 09:00:00,549.6,,0.65,27.39,25.27,99.44,1.66,243.9,3.33
2023-02-27 10:00:00,697.1,,0.69,30.31,20.2,99.43,1.98,261.6,3.26
2023-02-27 11:00:00,744.12,,0.68,31.46,18.73,99.36,2.17,269.2,1.1
2023-02-27 12:00:00,752.22,,0.68,32.14,17.97,99.26,2.35,276.1,7.14
2023-02-27 13:00:00,683.2,,0.67,32.36,17.67,99.16,2.57,283.1,1.66
2023-02-27 14:00:00,548.3,,0.63,32.06,17.85,99.08,2.63,290.5,1.1
2023-02-27 15:00:00,365.05,,0.56,31.11,19.11,99.04,2.47,298.2,1.1
2023-02-27 16:00:00,186.12,,0.49,28.14,32.45,99.02,1.13,306.4,1.1
2023-02-27 17:00:00,22.95,,0.27,24.05,39.38,99.05,1.15,319.2,4.97
2023-02-27 18:00:00,0.0,,-999.0,22.38,40.79,99.1,1.24,329.9,8.75
2023-02-27 19:00:00,0.0,,-999.0,21.18,43.16,99.17,1.23,338.5,18.68
2023-02-27 20:00:00,0.0,,-999.0,20.2,45.01,99.22,1.22,341.4,24.21
2023-02-27 21:00:00,0.0,,-999.0,19.46,46.29,99.24,1.23,341.6,0.0
2023-02-27 22:00:00,0.0,,-999.0,18.7,47.66,99.25,1.22,341.4,47.39
2023-02-27 23:00:00,0.0,,-999.0,18.01,48.76,99.23,1.22,342.9,37.48
2023-02-28 00:00:00,0.0,,-999.0,17.43,50.02,99.22,1.22,345.7,0.18
2023-02-28 01:00:00,0.0,,-999.0,16.82,51.4,99.19,1.2,349.0,14.25
2023-02-28 02:00:00,0.0,,-999.0,16.28,52.67,99.16,1.18,352.7,7.64
2023-02-28 03:00:00,0.0,,-999.0,15.88,53.41,99.14,1.16,358.0,2.21
2023-02-28 04:00:00,0.0,,-999.0,15.62,53.68,99.15,1.13,4.1,8.06
2023-02-28 05:00:00,0.0,,-999.0,15.65,52.8,99.19,1.06,10.9,2.21
2023-02-28 06:00:00,17.25,,0.25,16.35,51.79,99.24,0.81,22.5,3.87
2023-02-28 07:00:00,143.45,,0.4,19.0,45.44,99.31,0.5,55.7,78.81
2023-02-28 08:00:00,320.58,,0.51,21.71,39.14,99.39,0.41,171.7,42.47
2023-02-28 09:00:00,476.75,,0.56,26.96,27.47,99.43,0.82,215.0,67.61
2023-02-28 10:00:00,629.9,,0.62,30.67,19.71,99.42,1.4,254.3,49.92
2023-02-28 11:00:00,726.22,,0.66,31.97,17.9,99.37,1.79,267.1,18.53
2023-02-28 12:00:00,713.72,,0.65,32.62,17.04,99.26,2.02,277.1,39.12
2023-02-28 13:00:00,648.45,,0.63,32.58,16.84,99.18,2.13,286.9,64.67
2023-02-28 14:00:00,529.6,,0.61,31.53,17.96,99.12,1.93,301.5,39.88
2023-02-28 15:00:00,340.6,,0.52,30.27,20.39,99.09,1.47,322.2,25.04
2023-02-28 16:00:00,160.12,,0.42,28.12,32.8,99.1,0.83,353.0,36.28
2023-02-28 17:00:00,20.75,,0.23,23.77,40.89,99.13,1.09,18.1,96.05
2023-02-28 18:00:00,0.0,,-999.0,21.55,43.81,99.21,1.27,25.2,79.08
2023-02-28 19:00:00,0.0,,-999.0,20.43,45.99,99.31,1.45,25.3,85.93
2023-02-28 20:00:00,0.0,,-999.0,19.47,48.49,99.37,1.46,23.0,96.37
2023-02-28 21:00:00,0.0,,-999.0,18.55,51.0,99.39,1.31,19.7,86.52
2023-02-28 22:00:00,0.0,,-999.0,17.8,52.75,99.38,1.17,15.8,94.93
2023-02-28 23:00:00,0.0,,-999.0,17.26,53.44,99.35,1.1,12.0,96.06
2023-03-01 00:00:00,0.0,,-999.0,16.82,53.69,99.32,1.09,8.4,95.15
2023-03-01 01:00:00,0.0,,-999.0,16.26,54.25,99.28,1.11,7.3,99.61
2023-03-01 02:00:00,0.0,,-999.0,15.69,54.74,99.25,1.14,5.0,88.81
2023-03-01 03:00:00,0.0,,-999.0,15.28,54.73,99.23,1.17,3.9,93.94
2023-03-01 04:00:00,0.0,,-999.0,14.97,54.73,99.25,1.18,4.8,97.33
2023-03-01 05:00:00,0.0,,-999.0,14.78,54.97,99.32,1.17,5.4,99.84
2023-03-01 06:00:00,14.75,,0.21,15.52,54.34,99.4,1.09,6.3,98.63
2023-03-01 07:00:00,113.18,,0.31,19.64,42.22,99.5,2.03,4.8,67.79
2023-03-01 08:00:00,243.65,,0.38,22.43,36.71,99.6,1.68,11.3,77.5
2023-03-01 09:00:00,382.12,,0.44,27.22,26.45,99.64,1.55,27.7,79.07
2023-03-01 10:00:00,483.7,,0.47,29.42,22.93,99.63,0.61,17.2,61.62
2023-03-01 11:00:00,615.55,,0.56,30.94,20.46,99.55,0.44,273.9,67.51
2023-03-01 12:00:00,625.92,,0.56,31.9,18.92,99.43,0.84,259.8,66.1
2023-03-01 13:00:00,597.78,,0.58,32.21,18.34,99.32,1.16,271.0,45.17
2023-03-01 14:00:00,499.5,,0.57,32.07,18.31,99.25,1.56,283.0,58.94
2023-03-01 15:00:00,343.8,,0.52,31.27,19.22,99.21,1.86,292.4,30.67
2023-03-01 16:00:00,174.65,,0.45,28.93,30.3,99.21,1.03,303.5,4.79
2023-03-01 17:00:00,24.38,,0.27,24.94,38.91,99.23,1.07,323.3,3.61
2023-03-01 18:00:00,0.0,,-999.0,22.94,40.74,99.28,1.19,339.3,1.66
2023-03-01 19:00:00,0.0,,-999.0,21.53,43.55,99.33,1.19,351.8,16.31
2023-03-01 20:00:00,0.0,,-999.0,20.51,45.6,99.37,1.18,0.0,11.79
2023-03-01 21:00:00,0.0,,-999.0,19.78,47.1,99.39,1.16,3.0,18.77
2023-03-01 22:00:00,0.0,,-999.0,19.14,48.23,99.4,1.15,1.5,4.52
2023-03-01 23:00:00,0.0,,-999.0,18.42,49.85,99.4,1.13,357.0,2.21
